Category,Message,cleaning_text
0,hi good mornin.. thanku wish u d same..,hi good mornin thanku wish u
0,do u want 2 meet up 2morro,u want 2 meet 2morro
0,actually i decided i was too hungry so i haven't left yet :v,actually decided hungry havent left yet v
0,i've sent ü my part..,ive sent ü part
0,cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. then he started guessing who i was wif n he finally guessed darren lor.,co shopping wif darren jus n called 2 ask wat present wan lor started guessing wif n finally guessed darren lor
1,"i want some cock! my hubby's away, i need a real man 2 satisfy me. txt wife to 89938 for no strings action. (txt stop 2 end, txt rec £1.50ea. otbox 731 la1 7ws. )",want cock hubby away need real man 2 satisfy txt wife 89938 string action txt stop 2 end txt rec 150ea otbox 731 la1 7ws
0,understand. his loss is my gain :) so do you work? school?,understand loss gain work school
0,how are u? i have missed u! i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college! sad isnt it?xx,u missed u havent 2 much bit bored holiday want 2 go bak 2 college sad isnt itxx
0,"hiya, probably coming home * weekend after next",hiya probably coming home weekend next
0,don't forget though that i love you .... and i walk beside you. watching over you and keeping your heart warm.,dont forget though love walk beside watching keeping heart warm
0,i wish things were different. i wonder when i will be able to show you how much i value you. pls continue the brisk walks no drugs without askin me please and find things to laugh about. i love you dearly.,wish thing different wonder able show much value pls continue brisk walk drug without askin please find thing laugh love dearly
0,ok both our days. so what are you making for dinner tonite? am i invited?,ok day making dinner tonite invited
1,gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send stop to 89070,gr8 new service live sex video chat mob see sexiest dirtiest girl live ur phone 4 detail text horny 89070 cancel send stop 89070
0,i have no money 4 steve mate! !,money 4 steve mate
0,im late tellmiss im on my way,im late tellmiss im way
0,never blame a day in ur life. good days give u happiness. bad days give u experience. both are essential in life! all are gods blessings! good morning.:,never blame day ur life good day give u happiness bad day give u experience essential life god blessing good morning
0,normally i use to drink more water daily:),normally use drink water daily
0,dare i ask... any luck with sorting out the car?,dare ask luck sorting car
0,"party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",party place usf charge contribute way greatly appreciated yeah got room one
0,"urgh, coach hot, smells of chip fat! thanks again, especially for the duvet (not a predictive text word).",urgh coach hot smell chip fat thanks especially duvet predictive text word
0,hiya. how was last night? i've been naughty and bought myself clothes and very little ... ready for more shopping tho! what kind of time do you wanna meet?,hiya last night ive naughty bought clothes little ready shopping tho kind time wan na meet
1,freemsg hi baby wow just got a new cam moby. wanna c a hot pic? or fancy a chat?im w8in 4utxt / rply chat to 82242 hlp 08712317606 msg150p 2rcv,freemsg hi baby wow got new cam moby wan na c hot pic fancy chatim w8in 4utxt rply chat 82242 hlp 08712317606 msg150p 2rcv
0,i've been trying to reach him without success,ive trying reach without success
0,when you and derek done with class?,derek done class
0,never y lei... i v lazy... got wat? dat day ü send me da url cant work one...,never lei v lazy got wat dat day ü send da url cant work one
0,never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... always remember a stupid friend is here to share... bslvyl,never try alone take weight tear come ur heart fall ur eye always remember stupid friend share bslvyl
0,hey mate. spoke to the mag people. we‘re on.  the is deliver by the end of the month. deliver on the 24th sept. talk later.,hey mate spoke mag people deliver end month deliver 24th sept talk later
0,hope you are having a good week. just checking in,hope good week checking
0,"haha, my friend tyler literally just asked if you could get him a dubsack",haha friend tyler literally asked could get dubsack
0,hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love pete x x x,hey u fancy meetin 4 cha hav lil beverage txt ring meet l8r quite tired got 3 vpist love pete x x x
0,great. have a safe trip. dont panic surrender all.,great safe trip dont panic surrender
0,"symptoms when u are in love: ""1.u like listening songs 2.u get stopped where u see the name of your beloved 3.u won't get angry when your",symptom u love 1u like listening song 2u get stopped u see name beloved 3u wont get angry
0,sun ah... thk mayb can if dun have anythin on... thk have to book e lesson... e pilates is at orchard mrt u noe hor...,sun ah thk mayb dun anythin thk book e lesson e pilate orchard mrt u noe hor
0,try to do something dear. you read something for exams,try something dear read something exam
0,"7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ""ur lovely friendship""... good morning dear",7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sm 1st ur lovely friendship good morning dear
0,gettin rdy to ship comp,gettin rdy ship comp
0,i am in hospital da. . i will return home in evening,hospital da return home evening
0,piss is talking is someone that realise u that point this at is it.(now read it backwards),piss talking someone realise u point itnow read backwards
0,think + da. you wil do.,think da wil
0,i'm awake oh. what's up.,im awake oh whats
0,good afternoon my boytoy. how goes that walking here and there day ? did you get that police abstract? are you still out and about? i wake and miss you babe,good afternoon boytoy go walking day get police abstract still wake miss babe
0,how much u trying to get?,much u trying get
0,"come around  &lt;decimal&gt; pm vikky..i'm otside nw, il come by tht time",come around ltdecimalgt pm vikkyim otside nw il come tht time
0,tell me again what your address is,tell address
0,"honeybee said: *i'm d sweetest in d world* god laughed &amp; said: *wait,u havnt met d person reading this msg* moral: even god can crack jokes! gm+gn+ge+gn:)",honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack joke gmgngegn
0,should i buy him a blackberry bold 2 or torch. should i buy him new or used. let me know. plus are you saying i should buy the  &lt;#&gt; g wifi ipad. and what are you saying about the about the  &lt;#&gt; g?,buy blackberry bold 2 torch buy new used let know plus saying buy ltgt g wifi ipad saying ltgt g
0,but you were together so you should be thinkin about him,together thinkin
0,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,hiya hows going sunny africa hope u r avin good time give big old silver back big kiss
0,at what time should i come tomorrow,time come tomorrow
1,wanna have a laugh? try chit-chat on your mobile now! logon by txting the word: chat and send it to no: 8883 cm po box 4217 london w1a 6zf 16+ 118p/msg rcvd,wan na laugh try chitchat mobile logon txting word chat send 8883 cm po box 4217 london w1a 6zf 16 118pmsg rcvd
0,"cha quiteamuzing thatscool babe,probpop in & cu satthen hunny 4brekkie! love jen xxx. psxtra lrg portions 4 me please ",cha quiteamuzing thatscool babeprobpop cu satthen hunny 4brekkie love jen xxx psxtra lrg portion 4 please
0,omg how did u know what i ate?,omg u know ate
1,urgent! this is the 2nd attempt to contact u!u have won £1000call 09071512432 b4 300603t&csbcm4235wc1n3xx.callcost150ppmmobilesvary. max£7. 50,urgent 2nd attempt contact uu 1000call 09071512432 b4 300603tcsbcm4235wc1n3xxcallcost150ppmmobilesvary max7 50
0,:( but your not here....,
0,not directly behind... abt 4 rows behind ü...,directly behind abt 4 row behind ü
1,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed & free entry 2 100 wkly draw txt music to 87066,congratulation ur awarded 500 cd voucher 125gift guaranteed free entry 2 100 wkly draw txt music 87066
1,"had your contract mobile 11 mnths? latest motorola, nokia etc. all free! double mins & text on orange tariffs. text yes for callback, no to remove from records",contract mobile 11 mnths latest motorola nokia etc free double min text orange tariff text yes callback remove record
1,"urgent! call 09066350750 from your landline. your complimentary 4* ibiza holiday or 10,000 cash await collection sae t&cs po box 434 sk3 8wp 150 ppm 18+",urgent call 09066350750 landline complimentary 4 ibiza holiday 10000 cash await collection sae tc po box 434 sk3 8wp 150 ppm 18
0,no plans yet. what are you doing ?,plan yet
0,hi ....my engagement has been fixd on  &lt;#&gt; th of next month. i know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,hi engagement fixd ltgt th next month know really shocking bthmm njan vilikkamt w al sudn
0,not course. only maths one day one chapter with in one month we can finish.,course math one day one chapter one month finish
0,wow didn't think it was that common. i take it all back ur not a freak! unless u chop it off:-),wow didnt think common take back ur freak unless u chop
1,"for ur chance to win a £250 wkly shopping spree txt: shop to 80878. t's&c's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",ur chance win 250 wkly shopping spree txt shop 80878 tscs wwwtxt2shopcom custcare 08715705022 1x150pwk
0,noooooooo please. last thing i need is stress. for once in your life be fair.,noooooooo please last thing need stress life fair
1,u have a secret admirer who is looking 2 make contact with u-find out who they r*reveal who thinks ur so special-call on 09065171142-stopsms-08718727870150ppm,u secret admirer looking 2 make contact ufind rreveal think ur specialcall 09065171142stopsms08718727870150ppm
1,"mila, age23, blonde, new in uk. i look sex with uk guys. if u like fun with me. text mtalk to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. help08718728876",mila age23 blonde new uk look sex uk guy u like fun text mtalk 6986618 30pptxt 1st 5free 150 increment help08718728876
0,"i'll see if i can swing by in a bit, got some things to take care of here firsg",ill see swing bit got thing take care firsg
0,i wanted to wish you a happy new year and i wanted to talk to you about some legal advice to do with when gary and i split but in person. i'll make a trip to ptbo for that. i hope everything is good with you babe and i love ya :),wanted wish happy new year wanted talk legal advice gary split person ill make trip ptbo hope everything good babe love ya
0,have you not finished work yet or something?,finished work yet something
0,tomorrow i am not going to theatre. . . so i can come wherever u call me. . . tell me where and when to come tomorrow,tomorrow going theatre come wherever u call tell come tomorrow
1,well done england! get the official poly ringtone or colour flag on yer mobile! text tone or flag to 84199 now! opt-out txt eng stop. box39822 w111wx £1.50,well done england get official poly ringtone colour flag yer mobile text tone flag 84199 optout txt eng stop box39822 w111wx 150
0,right it wasnt you who phoned it was someone with a number like yours!,right wasnt phoned someone number like
0,it's ok i wun b angry. msg u aft i come home tonight.,ok wun b angry msg u aft come home tonight
0,i had a good time too. its nice to do something a bit different with my weekends for a change. see ya soon,good time nice something bit different weekend change see ya soon
0,yo sorry was in the shower sup,yo sorry shower sup
0,"carlos is down but i have to pick it up from him, so i'll swing by usf in a little bit",carlos pick ill swing usf little bit
0,full heat pa:-) i have applyed oil pa.,full heat pa applyed oil pa
0,i'm stuck in da middle of da row on da right hand side of da lt...,im stuck da middle da row da right hand side da lt
0,have you laid your airtel line to rest?,laid airtel line rest
0,hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing,hi u decide wot 2 get 4 bday ill prob jus get voucher frm virgin sumfing
1,freemsg: txt: call to no: 86888 & claim your reward of 3 hours talk time to use from your phone now! subscribe6gbp/mnth inc 3hrs 16 stop?txtstop,freemsg txt call 86888 claim reward 3 hour talk time use phone subscribe6gbpmnth inc 3hrs 16 stoptxtstop
0,"hey j! r u feeling any better, hopeso hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",hey j r u feeling better hopeso hunny amnow feelin ill ithink may tonsolitusaswell damn iam layin bedreal bored lotsof luv xxxx
0,and i don't plan on staying the night but i prolly won't be back til late,dont plan staying night prolly wont back til late
0,thanx 4 puttin da fone down on me!!,thanx 4 puttin da fone
0,"i need an 8th but i'm off campus atm, could i pick up in an hour or two?",need 8th im campus atm could pick hour two
0,"oh... haha... den we shld had went today too... gee, nvm la... kaiez, i dun mind goin jazz oso... scared hiphop open cant catch up...",oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scared hiphop open cant catch
0,been running but only managed 5 minutes and then needed oxygen! might have to resort to the roller option!,running managed 5 minute needed oxygen might resort roller option
0,we live in the next  &lt;#&gt; mins,live next ltgt min
0,y de asking like this.,de asking like
0,just glad to be talking to you.,glad talking
0,wat time ü finish?,wat time ü finish
0,sorry da. i gone mad so many pending works what to do.,sorry da gone mad many pending work
0,how much you got for cleaning,much got cleaning
0,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,hows favourite person today r u workin hard couldnt sleep last nite nearly rang u 430
1,sunshine quiz! win a super sony dvd recorder if you canname the capital of australia? text mquiz to 82277. b,sunshine quiz win super sony dvd recorder canname capital australia text mquiz 82277 b
0,ü called dad oredi...,ü called dad oredi
0,good. do you think you could send me some pix? i would love to see your top and bottom...,good think could send pix would love see top bottom
0,nvm... i'm going to wear my sport shoes anyway... i'm going to be late leh.,nvm im going wear sport shoe anyway im going late leh
0,"sorry, i'll call later in meeting.",sorry ill call later meeting
0,this is a long fuckin showr,long fuckin showr
0,"received, understood n acted upon!",received understood n acted upon
0,they finally came to fix the ceiling.,finally came fix ceiling
0,"u need my presnts always bcz u cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'that mns prabha is'love' got it. dont mis me....",u need presnts always bcz u cant mi love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha mn prabha islove got dont mi
0,jus finish blowing my hair. u finish dinner already?,jus finish blowing hair u finish dinner already
0,i'm on the bus. love you,im bus love
0,lol ... i knew that .... i saw him in the dollar store,lol knew saw dollar store
1,please call our customer service representative on 0800 169 6031 between 10am-9pm as you have won a guaranteed £1000 cash or £5000 prize!,please call customer service representative 0800 169 6031 10am9pm guaranteed 1000 cash 5000 prize
1,todays voda numbers ending with 7634 are selected to receive a £350 reward. if you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,today voda number ending 7634 selected receive 350 reward match please call 08712300220 quoting claim code 7684 standard rate apply
0,only saturday and sunday holiday so its very difficult:),saturday sunday holiday difficult
0,everybody had fun this evening. miss you.,everybody fun evening miss
0,"got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",got hella gas money want go grand nature adventure galileo little bit
0,"i'm in a meeting, call me later at",im meeting call later
0,oh wow thats gay. will firmware update help,oh wow thats gay firmware update help
0,these won't do. have to move on to morphine,wont move morphine
0,how come i din c ü... yup i cut my hair...,come din c ü yup cut hair
0,k k pa had your lunch aha.,k k pa lunch aha
0,oh ho. is this the first time u use these type of words,oh ho first time u use type word
0,captain vijaykanth is doing comedy in captain tv..he is drunken :),captain vijaykanth comedy captain tvhe drunken
0,of course. i guess god's just got me on hold right now.,course guess god got hold right
0,do you hide anythiing or keeping distance from me,hide anythiing keeping distance
0,havent.,havent
1,you are being ripped off! get your mobile content from www.clubmoby.com call 08717509990 poly/true/pix/ringtones/games six downloads for only 3,ripped get mobile content wwwclubmobycom call 08717509990 polytruepixringtonesgames six downloads 3
0,sorry i din lock my keypad.,sorry din lock keypad
0,did u got that persons story,u got person story
0,are you planning to come chennai?,planning come chennai
1,we tried to contact you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call 08000930705,tried contact reply offer video phone 750 anytime network min half price line rental camcorder reply call 08000930705
0,god created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. now plz dont ask y he created so much gap between legs !!!,god created gap btwn ur finger dat sum1 vry special fill gap holding ur hand plz dont ask created much gap leg
0,we are okay. going to sleep now. later,okay going sleep later
0,"please protect yourself from e-threats. sib never asks for sensitive information like passwords,atm/sms pin thru email. never share your password with anybody.",please protect ethreats sib never asks sensitive information like passwordsatmsms pin thru email never share password anybody
0,"finally it has happened..! aftr decades..! beer is now cheaper than petrol! the goverment expects us to ""drink"". . . but don't ""drive """,finally happened aftr decade beer cheaper petrol goverment expects u drink dont drive
1,a £400 xmas reward is waiting for you! our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. just call 09066380611,400 xmas reward waiting computer randomly picked loyal mobile customer receive 400 reward call 09066380611
0,where r e meeting tmr?,r e meeting tmr
0,lol yes. but it will add some spice to your day.,lol yes add spice day
0,hope you are having a great day.,hope great day
0,our prasanth ettans mother passed away last night. just pray for her and family.,prasanth ettans mother passed away last night pray family
0,"k, i'll work something out",k ill work something
1,private! your 2003 account statement for shows 800 un-redeemed s. i. m. points. call 08718738002 identifier code: 48922 expires 21/11/04,private 2003 account statement show 800 unredeemed point call 08718738002 identifier code 48922 expires 211104
0,this message is from a great doctor in india:-): 1) do not drink appy fizz. it contains cancer causing age,message great doctor india 1 drink appy fizz contains cancer causing age
0,i cant pick the phone right now. pls send a message,cant pick phone right pls send message
0,you call him and tell now infront of them. call him now.,call tell infront call
0,ok no prob...,ok prob
0,ladies first and genus second k .,lady first genus second k
0,no. yes please. been swimming?,yes please swimming
0,mum not going robinson already.,mum going robinson already
0,ok set let u noe e details later...,ok set let u noe e detail later
0,not..tel software name..,nottel software name
0,i send the print  outs da.,send print out da
0,im realy soz imat my mums 2nite what about 2moro,im realy soz imat mum 2nite 2moro
0,"when i was born, god said, ""oh no! another idiot"". when you were born, god said, ""oh no! competition"". who knew, one day these two will become freinds forever!",born god said oh another idiot born god said oh competition knew one day two become freinds forever
0,"i didnt get ur full msg..sometext is missing, send it again",didnt get ur full msgsometext missing send
0,"probably not, i'm almost out of gas and i get some cash tomorrow",probably im almost gas get cash tomorrow
1,"customer service announcement. we recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. ref:9280114",customer service announcement recently tried make delivery unable please call 07099833605 reschedule ref9280114
0,i forgot 2 ask ü all smth.. there's a card on da present lei... how? ü all want 2 write smth or sign on it?,forgot 2 ask ü smth there card da present lei ü want 2 write smth sign
0,i'm leaving my house now.,im leaving house
1,"hi babe its chloe, how r u? i was smashed on saturday night, it was great! how was your weekend? u been missing me? sp visionsms.com text stop to stop 150p/text",hi babe chloe r u smashed saturday night great weekend u missing sp visionsmscom text stop stop 150ptext
0,ü ready then call me...,ü ready call
0,wewa is 130. iriver 255. all 128 mb.,wewa 130 iriver 255 128 mb
0,it is a good thing i'm now getting the connection to bw,good thing im getting connection bw
0,sry da..jst nw only i came to home..,sry dajst nw came home
0,"that's cool he'll be here all night, lemme know when you're around",thats cool hell night lem know youre around
0,are you staying in town ?,staying town
0,"haha yeah, 2 oz is kind of a shitload",haha yeah 2 oz kind shitload
0,ok u can take me shopping when u get paid =d,ok u take shopping u get paid
0,"my life means a lot to me, not because i love my life, but because i love the people in my life, the world calls them friends, i call them my world:-).. ge:-)..",life mean lot love life love people life world call friend call world ge
0,"alright we'll bring it to you, see you in like  &lt;#&gt;  mins",alright well bring see like ltgt min
0,but pls dont play in others life.,pls dont play others life
0,eatin my lunch...,eatin lunch
0,hmmm.but you should give it on one day..,hmmmbut give one day
0,"didn't try, g and i decided not to head out",didnt try g decided head
0,ok no prob,ok prob
0,surly ill give it to you:-) while coming to review.,surly ill give coming review
0,"by march ending, i should be ready. but will call you for sure. the problem is that my capital never complete. how far with you. how's work and the ladies",march ending ready call sure problem capital never complete far hows work lady
0,tessy..pls do me a favor. pls convey my birthday wishes to nimya..pls dnt forget it. today is her birthday shijas,tessypls favor pls convey birthday wish nimyapls dnt forget today birthday shijas
0,pls give her the food preferably pap very slowly with loads of sugar. you can take up to an hour to give it. and then some water. very very slowly.,pls give food preferably pap slowly load sugar take hour give water slowly
1,"urgent! your mobile no 07808726822 was awarded a £2,000 bonus caller prize on 02/09/03! this is our 2nd attempt to contact you! call 0871-872-9758 box95qu",urgent mobile 07808726822 awarded 2000 bonus caller prize 020903 2nd attempt contact call 08718729758 box95qu
0,a guy who gets used but is too dumb to realize it.,guy get used dumb realize
0,"okey dokey, i‘ll be over in a bit just sorting some stuff out.",okey dokey ill bit sorting stuff
0,don no da:)whats you plan?,dawhats plan
0,yes fine,yes fine
1,"win: we have a winner! mr. t. foley won an ipod! more exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",win winner mr foley ipod exciting prize soon keep eye ur mobile visit wwwwin82050couk
0,i liked the new mobile,liked new mobile
0,anytime...,anytime
0,mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... i fucking love you so much i can barely stand it ...,mmmmmmm snuggle deep contented sigh whisper fucking love much barely stand
0,yar but they say got some error.,yar say got error
0,hey anyway i have to :-),hey anyway
0,wow so healthy. old airport rd lor. cant thk of anything else. but i'll b bathing my dog later.,wow healthy old airport rd lor cant thk anything else ill b bathing dog later
0,wif my family booking tour package.,wif family booking tour package
0,"did you say bold, then torch later. or one torch and 2bold?",say bold torch later one torch 2bold
0,"haha awesome, i might need to take you up on that, what you doin tonight?",haha awesome might need take doin tonight
0,ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ya knw u vl givits ok thanks kanoanyway enjoy wit ur family wit 1st salary
0,huh so slow i tot u reach long ago liao... u 2 more days only i 4 more leh...,huh slow tot u reach long ago liao u 2 day 4 leh
0,thats cool princess! i will cover your face in hot sticky cum :),thats cool princess cover face hot sticky cum
0,big brother‘s really scraped the barrel with this shower of social misfits,big brother really scraped barrel shower social misfit
0,oops i thk i dun haf enuff... i go check then tell ü..,oops thk dun haf enuff go check tell ü
0,s:)8 min to go for lunch:),s8 min go lunch
0,"hey. what happened? u switch off ur cell d whole day. this isnt good. now if u do care, give me a call tomorrow.",hey happened u switch ur cell whole day isnt good u care give call tomorrow
0,"k will do, addie &amp; i are doing some art so i'll be here when you get home",k addie amp art ill get home
0,my uncles in atlanta. wish you guys a great semester.,uncle atlanta wish guy great semester
0,"aiyo... her lesson so early... i'm still sleepin, haha... okie, u go home liao den confirm w me lor...",aiyo lesson early im still sleepin haha okie u go home liao den confirm w lor
0,forgot to tell ü smth.. can ü like number the sections so that it's clearer..,forgot tell ü smth ü like number section clearer
0,"yup. anything lor, if u dun wan it's ok...",yup anything lor u dun wan ok
0,"i'm home, my love ... if your still awake ... *loving kiss*",im home love still awake loving kiss
0,hello peach! my cake tasts lush!,hello peach cake tasts lush
1,"free game. get rayman golf 4 free from the o2 games arcade. 1st get ur games settings. reply post, then save & activ8. press 0 key for arcade. termsapply",free game get rayman golf 4 free o2 game arcade 1st get ur game setting reply post save activ8 press 0 key arcade termsapply
0,"there'll be a minor shindig at my place later tonight, you interested?",therell minor shindig place later tonight interested
0,jason says it's cool if we pick some up from his place in like an hour,jason say cool pick place like hour
1,"had your mobile 10 mths? update to the latest camera/video phones for free. keep ur same number, get extra free mins/texts. text yes for a call",mobile 10 mths update latest cameravideo phone free keep ur number get extra free minstexts text yes call
0,i (career tel) have added u as a contact on indyarocks.com to send free sms. to remove from phonebook - sms no to  &lt;#&gt;,career tel added u contact indyarockscom send free sm remove phonebook sm ltgt
0,i've reached already.,ive reached already
0,i dont know ask to my brother. nothing problem some thing that. just i told .,dont know ask brother nothing problem thing told
0,k:)eng rocking in ashes:),keng rocking ash
0,wat time r ü going to xin's hostel?,wat time r ü going xins hostel
0,good morning my dear shijutta........... have a great &amp; successful day.,good morning dear shijutta great amp successful day
1,buy space invaders 4 a chance 2 win orig arcade game console. press 0 for games arcade (std wap charge) see o2.co.uk/games 4 terms + settings. no purchase,buy space invader 4 chance 2 win orig arcade game console press 0 game arcade std wap charge see o2coukgames 4 term setting purchase
0,oh k:)after that placement there ah?,oh kafter placement ah
0,"not for possession, especially not first offense",possession especially first offense
0,"nt only for driving even for many reasons she is called bbd..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? any problem?",nt driving even many reason called bbdthts chikku hw abt dvg coldheard tht vinobanagar violence hw conditionand hw ru problem
0,i bought the test yesterday. its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. but pls pls dont fret. i know u r worried. pls relax. also is there anything in ur past history u need to tell me?,bought test yesterday something let know exact day u ovulatewhen get 2u 2 3wks pls pls dont fret know u r worried pls relax also anything ur past history u need tell
0,we have pizza if u want,pizza u want
0,"i keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and i'm all ""oh""",keep seeing weird shit bein woah realising actually reasonable im oh
0,many more happy returns of the day. i wish you happy birthday.,many happy return day wish happy birthday
0,ya very nice. . .be ready on thursday,ya nice ready thursday
0,i am in hospital da. . i will return home in evening,hospital da return home evening
0,thinking of u ;) x,thinking u x
1,camera - you are awarded a sipix digital camera! call 09061221066 fromm landline. delivery within 28 days.,camera awarded sipix digital camera call 09061221066 fromm landline delivery within 28 day
0,orh i tot u say she now still dun believe.,orh tot u say still dun believe
0,"when you just put in the + sign, choose my number and the pin will show. right?",put sign choose number pin show right
0,the beauty of life is in next second.. which hides thousands of secrets. i wish every second will be wonderful in ur life...!! gud n8,beauty life next second hide thousand secret wish every second wonderful ur life gud n8
0,thanx u darlin!im cool thanx. a few bday drinks 2 nite. 2morrow off! take care c u soon.xxx,thanx u darlinim cool thanx bday drink 2 nite 2morrow take care c u soonxxx
0,"if you're still up, maybe leave the credit card so i can get gas when i get back like he told me to",youre still maybe leave credit card get gas get back like told
1,your weekly cool-mob tones are ready to download !this weeks new tones include: 1) crazy frog-axel f>>> 2) akon-lonely>>> 3) black eyed-dont p >>>more info in n,weekly coolmob tone ready download week new tone include 1 crazy frogaxel f 2 akonlonely 3 black eyeddont p info n
0,well boy am i glad g wasted all night at applebees for nothing,well boy glad g wasted night applebees nothing
1,cashbin.co.uk (get lots of cash this weekend!) www.cashbin.co.uk dear welcome to the weekend we have got our biggest and best ever cash give away!! these..,cashbincouk get lot cash weekend wwwcashbincouk dear welcome weekend got biggest best ever cash give away
0,ok lor... or u wan me go look 4 u?,ok lor u wan go look 4 u
0,u wan 2 haf lunch i'm in da canteen now.,u wan 2 haf lunch im da canteen
0,don't make life too stressfull.. always find time to laugh.. it may not add years to your life! but surely adds more life to ur years!! gud ni8..swt dreams..,dont make life stressfull always find time laugh may add year life surely add life ur year gud ni8swt dream
0,"hey, looks like i was wrong and one of the kappa guys numbers is still on my phone, if you want i can text him and see if he's around",hey look like wrong one kappa guy number still phone want text see he around
1,urgent! your mobile number has been awarded with a £2000 prize guaranteed. call 09061790121 from land line. claim 3030. valid 12hrs only 150ppm,urgent mobile number awarded 2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
1,thanks 4 your continued support your question this week will enter u in2 our draw 4 £100 cash. name the new us president? txt ans to 80082,thanks 4 continued support question week enter u in2 draw 4 100 cash name new u president txt an 80082
0,i'm home. doc gave me pain meds says everything is fine.,im home doc gave pain med say everything fine
0,it's é only $140 ard...é rest all ard $180 at least...which is é price 4 é 2 bedrm ($900),é 140 ardé rest ard 180 leastwhich é price 4 é 2 bedrm 900
0,me too! have a lovely night xxx,lovely night xxx
0,prepare to be pleasured :),prepare pleasured
0,hi.:)technical support.providing assistance to us customer through call and email:),hitechnical supportproviding assistance u customer call email
0,if you text on your way to cup stop that should work. and that should be bus,text way cup stop work bus
0,whens your radio show?,whens radio show
1,your unique user id is 1172. for removal send stop to 87239 customer services 08708034412,unique user id 1172 removal send stop 87239 customer service 08708034412
0,i'm not sure if its still available though,im sure still available though
0,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memory feeling
0,cheers lou! yeah was a goodnite shame u neva came! c ya gailxx,cheer lou yeah goodnite shame u neva came c ya gailxx
0,hi..i got the money da:),hii got money da
0,"hi, mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com it s a great place to send free sms to people for more visit fullonsms.com",hi mobile ltgt added contact list wwwfullonsmscom great place send free sm people visit fullonsmscom
0,ok then u tell me wat time u coming later lor.,ok u tell wat time u coming later lor
0,u repeat e instructions again. wat's e road name of ur house?,u repeat e instruction wats e road name ur house
0,"so many people seems to be special at first sight, but only very few will remain special to you till your last sight.. maintain them till life ends.. sh!jas",many people seems special first sight remain special till last sight maintain till life end shjas
0,quite lor. but dun tell him wait he get complacent...,quite lor dun tell wait get complacent
0,sorry completely forgot * will pop em round this week if your still here?,sorry completely forgot pop em round week still
0,u r the most beautiful girl ive ever seen. u r my baby come and c me in the common room,u r beautiful girl ive ever seen u r baby come c common room
0,o we cant see if we can join denis and mina? or does denis want alone time,cant see join denis mina denis want alone time
0,sen told that he is going to join his uncle finance in cbe,sen told going join uncle finance cbe
0,yup... hey then one day on fri we can ask miwa and jiayin take leave go karaoke,yup hey one day fri ask miwa jiayin take leave go karaoke
0,"call me, i am senthil from hsbc.",call senthil hsbc
0,"especially since i talk about boston all up in my personal statement, lol! i woulda changed that if i had realized it said nyc! it says boston now.",especially since talk boston personal statement lol woulda changed realized said nyc say boston
0,indeed and by the way it was either or - not both !,indeed way either
